ts,arena-loadtest-api-1_cpu,arena-loadtest-api-1_mem_mib,arena-loadtest-worker-1_cpu,arena-loadtest-worker-1_mem_mib,arena-loadtest-db-1_cpu,arena-loadtest-db-1_mem_mib,arena-loadtest-stripe_stub-1_cpu,arena-loadtest-stripe_stub-1_mem_mib,arena-loadtest-traefik-1_cpu,arena-loadtest-traefik-1_mem_mib,conns,active,waiting_on_lock,longest_tx_s,deadlocks_total,outbox_backlog,jobs_pending,delivery_pending,dead_letters,expired_unreleased,db_mb
2026-09-22T18:13:22.675Z,19.78,36.7,1.56,11.9,46.95,268.8,2.59,10.2,15.36,93.5,23,1,0,0,0,3,6,0,0,0,44
2026-09-22T18:13:37.677Z,19.80,34.3,2.03,12.0,47.07,270.5,0.17,9.7,13.24,113.0,23,1,0,0,0,2,6,0,0,0,44
2026-09-22T18:13:52.679Z,19.50,33.7,1.10,12.0,43.65,273.0,2.85,10.1,14.93,113.1,23,1,0,0,0,2,8,0,0,0,45
2026-09-22T18:14:07.683Z,20.20,33.4,1.46,12.3,44.86,274.1,3.51,9.6,11.97,111.7,23,2,0,0,0,2,4,0,0,0,45
2026-09-22T18:14:22.685Z,21.28,30.9,1.26,12.5,48.39,274.2,2.79,14.4,11.43,102.2,23,2,0,0,0,3,6,0,0,0,46
2026-09-22T18:14:37.687Z,22.57,30.9,2.56,12.3,47.52,274.7,0.20,9.5,12.25,93.7,23,1,0,0,0,0,6,0,0,0,46
2026-09-22T18:14:52.689Z,22.66,30.9,1.14,12.3,46.56,274.9,0.10,10.0,10.87,88.4,23,1,0,0,0,1,8,0,0,0,46
2026-09-22T18:15:07.694Z,21.33,30.8,1.16,12.3,43.52,275.3,0.12,9.8,11.69,81.2,23,2,0,0,0,2,4,0,0,0,46
2026-09-22T18:15:22.696Z,21.06,30.7,2.51,12.5,47.43,275.8,0.18,10.3,10.97,80.5,23,2,0,0,0,2,6,0,0,0,47
2026-09-22T18:15:37.698Z,25.30,30.2,1.52,12.4,50.51,276.2,0.18,9.7,12.41,80.5,23,1,0,0,0,4,6,0,0,0,47
2026-09-22T18:15:52.700Z,24.80,29.7,1.95,12.5,47.38,276.6,0.13,10.2,11.76,80.5,23,1,0,0,0,0,8,0,0,0,47
2026-09-22T18:16:07.702Z,20.54,29.8,1.73,12.5,41.64,277.1,0.13,9.7,10.49,80.7,23,2,0,0,0,4,4,0,0,0,48
2026-09-22T18:16:22.704Z,0.00,29.8,0.22,12.5,0.32,277.1,0.00,9.8,4.44,79.6,23,1,0,0,0,0,4,0,0,0,48
2026-09-22T18:16:37.707Z,0.00,29.8,0.13,12.5,0.22,277.1,0.00,9.9,0.00,79.6,23,1,0,0,0,0,4,0,0,0,48
2026-09-22T18:16:52.712Z,0.00,29.8,0.06,12.5,0.27,277.1,0.00,9.9,0.00,79.6,23,1,0,0,0,0,4,0,0,0,48
2026-09-22T18:17:07.717Z,0.00,29.8,0.10,12.5,0.19,277.1,0.00,9.9,0.00,79.6,23,1,0,0,0,0,4,0,0,0,48
2026-09-22T18:17:22.730Z,30.37,43.2,2.01,12.5,68.44,278.4,0.21,9.8,25.71,173.1,23,3,0,0,0,0,10,0,0,0,49
2026-09-22T18:17:37.732Z,27.39,39.3,1.58,12.5,50.84,279.2,0.29,9.8,16.19,136.2,23,1,0,0,0,4,12,9,0,0,49
